Heart_Beat,Left_Sleep,Mid_Sleep,Right_Sleep,Result
95,1,0,0,Normal-LeftSleep
96,1,0,0,Normal-LeftSleep
97,1,0,0,Normal-LeftSleep
98,1,0,0,Normal-LeftSleep
99,1,0,0,Normal-LeftSleep
100,1,0,0,Normal-LeftSleep
101,1,0,0,Snore-LeftSleep
102,1,0,0,Snore-LeftSleep
103,1,0,0,Snore-LeftSleep
104,1,0,0,Snore-LeftSleep
105,1,0,0,Snore-LeftSleep
106,1,0,0,Snore-LeftSleep
107,1,0,0,Snore-LeftSleep
108,1,0,0,Snore-LeftSleep
109,1,0,0,Snore-LeftSleep
110,1,0,0,Snore-LeftSleep
111,1,0,0,Snore-LeftSleep
112,1,0,0,Snore-LeftSleep
113,1,0,0,Snore-LeftSleep
114,1,0,0,Snore-LeftSleep
115,1,0,0,Snore-LeftSleep
116,1,0,0,Snore-LeftSleep
117,1,0,0,Snore-LeftSleep
118,1,0,0,Snore-LeftSleep
119,1,0,0,Snore-LeftSleep
120,1,0,0,Snore-LeftSleep
121,1,0,0,Snore-LeftSleep
122,1,0,0,Snore-LeftSleep
123,1,0,0,Snore-LeftSleep
124,1,0,0,Snore-LeftSleep
125,1,0,0,Snore-LeftSleep
126,1,0,0,Snore-LeftSleep
127,1,0,0,Snore-LeftSleep
128,1,0,0,Snore-LeftSleep
129,1,0,0,Snore-LeftSleep
130,1,0,0,Snore-LeftSleep
131,1,0,0,Snore-LeftSleep
132,1,0,0,Snore-LeftSleep
133,1,0,0,Snore-LeftSleep
134,1,0,0,Snore-LeftSleep
135,1,0,0,Snore-LeftSleep
136,1,0,0,Snore-LeftSleep
137,1,0,0,Snore-LeftSleep
138,1,0,0,Snore-LeftSleep
139,1,0,0,Snore-LeftSleep
140,1,0,0,Snore-LeftSleep
141,1,0,0,Snore-LeftSleep
142,1,0,0,Snore-LeftSleep
143,1,0,0,Snore-LeftSleep
144,1,0,0,Snore-LeftSleep
145,1,0,0,Snore-LeftSleep
146,1,0,0,Snore-LeftSleep
147,1,0,0,Snore-LeftSleep
148,1,0,0,Snore-LeftSleep
149,1,0,0,Snore-LeftSleep
150,1,0,0,Snore-LeftSleep
0,2,0,0,Danger-LeftSleep
1,2,0,0,Danger-LeftSleep
2,2,0,0,Danger-LeftSleep
3,2,0,0,Danger-LeftSleep
4,2,0,0,Danger-LeftSleep
5,2,0,0,Danger-LeftSleep
6,2,0,0,Danger-LeftSleep
7,2,0,0,Danger-LeftSleep
8,2,0,0,Danger-LeftSleep
9,2,0,0,Danger-LeftSleep
10,2,0,0,Danger-LeftSleep
11,2,0,0,Danger-LeftSleep
12,2,0,0,Danger-LeftSleep
13,2,0,0,Danger-LeftSleep
14,2,0,0,Danger-LeftSleep
15,2,0,0,Danger-LeftSleep
16,2,0,0,Danger-LeftSleep
17,2,0,0,Danger-LeftSleep
18,2,0,0,Danger-LeftSleep
19,2,0,0,Danger-LeftSleep
20,2,0,0,Danger-LeftSleep
21,2,0,0,Danger-LeftSleep
22,2,0,0,Danger-LeftSleep
23,2,0,0,Danger-LeftSleep
24,2,0,0,Danger-LeftSleep
25,2,0,0,Danger-LeftSleep
26,2,0,0,Danger-LeftSleep
27,2,0,0,Danger-LeftSleep
28,2,0,0,Danger-LeftSleep
29,2,0,0,Danger-LeftSleep
30,2,0,0,Danger-LeftSleep
31,2,0,0,Danger-LeftSleep
32,2,0,0,Danger-LeftSleep
33,2,0,0,Danger-LeftSleep
34,2,0,0,Danger-LeftSleep
35,2,0,0,Danger-LeftSleep
36,2,0,0,Danger-LeftSleep
37,2,0,0,Danger-LeftSleep
38,2,0,0,Danger-LeftSleep
39,2,0,0,Danger-LeftSleep
40,2,0,0,Danger-LeftSleep
41,2,0,0,Danger-LeftSleep
42,2,0,0,Danger-LeftSleep
43,2,0,0,Danger-LeftSleep
44,2,0,0,Danger-LeftSleep
45,2,0,0,Danger-LeftSleep
46,2,0,0,Danger-LeftSleep
47,2,0,0,Danger-LeftSleep
48,2,0,0,Danger-LeftSleep
49,2,0,0,Danger-LeftSleep
50,2,0,0,Danger-LeftSleep
51,2,0,0,Danger-LeftSleep
52,2,0,0,Danger-LeftSleep
53,2,0,0,Danger-LeftSleep
54,2,0,0,Danger-LeftSleep
55,2,0,0,Danger-LeftSleep
56,2,0,0,Danger-LeftSleep
57,2,0,0,Danger-LeftSleep
58,2,0,0,Danger-LeftSleep
59,2,0,0,Danger-LeftSleep
60,2,0,0,Danger-LeftSleep
61,2,0,0,Normal-LeftSleep
62,2,0,0,Normal-LeftSleep
63,2,0,0,Normal-LeftSleep
64,2,0,0,Normal-LeftSleep
65,2,0,0,Normal-LeftSleep
66,2,0,0,Normal-LeftSleep
67,2,0,0,Normal-LeftSleep
68,2,0,0,Normal-LeftSleep
69,2,0,0,Normal-LeftSleep
70,2,0,0,Normal-LeftSleep
71,2,0,0,Normal-LeftSleep
72,2,0,0,Normal-LeftSleep
73,2,0,0,Normal-LeftSleep
74,2,0,0,Normal-LeftSleep
75,2,0,0,Normal-LeftSleep
76,2,0,0,Normal-LeftSleep
77,2,0,0,Normal-LeftSleep
78,2,0,0,Normal-LeftSleep
79,2,0,0,Normal-LeftSleep
80,2,0,0,Normal-LeftSleep
81,2,0,0,Normal-LeftSleep
82,2,0,0,Normal-LeftSleep
83,2,0,0,Normal-LeftSleep
84,2,0,0,Normal-LeftSleep
85,2,0,0,Normal-LeftSleep
86,2,0,0,Normal-LeftSleep
87,2,0,0,Normal-LeftSleep
88,2,0,0,Normal-LeftSleep
89,2,0,0,Normal-LeftSleep
90,2,0,0,Normal-LeftSleep
91,2,0,0,Normal-LeftSleep
92,2,0,0,Normal-LeftSleep
93,2,0,0,Normal-LeftSleep
94,2,0,0,Normal-LeftSleep
95,2,0,0,Normal-LeftSleep
96,2,0,0,Normal-LeftSleep
97,2,0,0,Normal-LeftSleep
98,2,0,0,Normal-LeftSleep
99,2,0,0,Normal-LeftSleep
100,2,0,0,Normal-LeftSleep
101,2,0,0,Snore-LeftSleep
102,2,0,0,Snore-LeftSleep
103,2,0,0,Snore-LeftSleep
104,2,0,0,Snore-LeftSleep
105,2,0,0,Snore-LeftSleep
106,2,0,0,Snore-LeftSleep
107,2,0,0,Snore-LeftSleep
108,2,0,0,Snore-LeftSleep
109,2,0,0,Snore-LeftSleep
110,2,0,0,Snore-LeftSleep
111,2,0,0,Snore-LeftSleep
112,2,0,0,Snore-LeftSleep
113,2,0,0,Snore-LeftSleep
114,2,0,0,Snore-LeftSleep
115,2,0,0,Snore-LeftSleep
116,2,0,0,Snore-LeftSleep
117,2,0,0,Snore-LeftSleep
118,2,0,0,Snore-LeftSleep
119,2,0,0,Snore-LeftSleep
120,2,0,0,Snore-LeftSleep
121,2,0,0,Snore-LeftSleep
122,2,0,0,Snore-LeftSleep
123,2,0,0,Snore-LeftSleep
124,2,0,0,Snore-LeftSleep
125,2,0,0,Snore-LeftSleep
126,2,0,0,Snore-LeftSleep
127,2,0,0,Snore-LeftSleep
128,2,0,0,Snore-LeftSleep
129,2,0,0,Snore-LeftSleep
130,2,0,0,Snore-LeftSleep
131,2,0,0,Snore-LeftSleep
132,2,0,0,Snore-LeftSleep
133,2,0,0,Snore-LeftSleep
134,2,0,0,Snore-LeftSleep
135,2,0,0,Snore-LeftSleep
136,2,0,0,Snore-LeftSleep
137,2,0,0,Snore-LeftSleep
138,2,0,0,Snore-LeftSleep
139,2,0,0,Snore-LeftSleep
140,2,0,0,Snore-LeftSleep
141,2,0,0,Snore-LeftSleep
142,2,0,0,Snore-LeftSleep
143,2,0,0,Snore-LeftSleep
144,2,0,0,Snore-LeftSleep
145,2,0,0,Snore-LeftSleep
146,2,0,0,Snore-LeftSleep
147,2,0,0,Snore-LeftSleep
148,2,0,0,Snore-LeftSleep
149,2,0,0,Snore-LeftSleep
150,2,0,0,Snore-LeftSleep
0,3,0,0,Danger-LeftSleep
1,3,0,0,Danger-LeftSleep
2,3,0,0,Danger-LeftSleep
3,3,0,0,Danger-LeftSleep
4,3,0,0,Danger-LeftSleep
5,3,0,0,Danger-LeftSleep
6,3,0,0,Danger-LeftSleep
7,3,0,0,Danger-LeftSleep
8,3,0,0,Danger-LeftSleep
9,3,0,0,Danger-LeftSleep
10,3,0,0,Danger-LeftSleep
11,3,0,0,Danger-LeftSleep
12,3,0,0,Danger-LeftSleep
13,3,0,0,Danger-LeftSleep
14,3,0,0,Danger-LeftSleep
15,3,0,0,Danger-LeftSleep
16,3,0,0,Danger-LeftSleep
17,3,0,0,Danger-LeftSleep
18,3,0,0,Danger-LeftSleep
19,3,0,0,Danger-LeftSleep
20,3,0,0,Danger-LeftSleep
21,3,0,0,Danger-LeftSleep
22,3,0,0,Danger-LeftSleep
23,3,0,0,Danger-LeftSleep
24,3,0,0,Danger-LeftSleep
25,3,0,0,Danger-LeftSleep
26,3,0,0,Danger-LeftSleep
27,3,0,0,Danger-LeftSleep
28,3,0,0,Danger-LeftSleep
29,3,0,0,Danger-LeftSleep
30,3,0,0,Danger-LeftSleep
31,3,0,0,Danger-LeftSleep
32,3,0,0,Danger-LeftSleep
33,3,0,0,Danger-LeftSleep
34,3,0,0,Danger-LeftSleep
35,3,0,0,Danger-LeftSleep
36,3,0,0,Danger-LeftSleep
37,3,0,0,Danger-LeftSleep
38,3,0,0,Danger-LeftSleep
39,3,0,0,Danger-LeftSleep
40,3,0,0,Danger-LeftSleep
41,3,0,0,Danger-LeftSleep
42,3,0,0,Danger-LeftSleep
43,3,0,0,Danger-LeftSleep
44,3,0,0,Danger-LeftSleep
45,3,0,0,Danger-LeftSleep
46,3,0,0,Danger-LeftSleep
47,3,0,0,Danger-LeftSleep
48,3,0,0,Danger-LeftSleep
49,3,0,0,Danger-LeftSleep
50,3,0,0,Danger-LeftSleep
51,3,0,0,Danger-LeftSleep
52,3,0,0,Danger-LeftSleep
53,3,0,0,Danger-LeftSleep
54,3,0,0,Danger-LeftSleep
55,3,0,0,Danger-LeftSleep
56,3,0,0,Danger-LeftSleep
57,3,0,0,Danger-LeftSleep
58,3,0,0,Danger-LeftSleep
59,3,0,0,Danger-LeftSleep
60,3,0,0,Danger-LeftSleep
61,3,0,0,Normal-LeftSleep
62,3,0,0,Normal-LeftSleep
63,3,0,0,Normal-LeftSleep
64,3,0,0,Normal-LeftSleep
65,3,0,0,Normal-LeftSleep
66,3,0,0,Normal-LeftSleep
67,3,0,0,Normal-LeftSleep
68,3,0,0,Normal-LeftSleep
69,3,0,0,Normal-LeftSleep
70,3,0,0,Normal-LeftSleep
71,3,0,0,Normal-LeftSleep
72,3,0,0,Normal-LeftSleep
73,3,0,0,Normal-LeftSleep
74,3,0,0,Normal-LeftSleep
75,3,0,0,Normal-LeftSleep
76,3,0,0,Normal-LeftSleep
77,3,0,0,Normal-LeftSleep
78,3,0,0,Normal-LeftSleep
79,3,0,0,Normal-LeftSleep
80,3,0,0,Normal-LeftSleep
81,3,0,0,Normal-LeftSleep
82,3,0,0,Normal-LeftSleep
83,3,0,0,Normal-LeftSleep
84,3,0,0,Normal-LeftSleep
85,3,0,0,Normal-LeftSleep
86,3,0,0,Normal-LeftSleep
87,3,0,0,Normal-LeftSleep
88,3,0,0,Normal-LeftSleep
89,3,0,0,Normal-LeftSleep
90,3,0,0,Normal-LeftSleep
91,3,0,0,Normal-LeftSleep
92,3,0,0,Normal-LeftSleep
93,3,0,0,Normal-LeftSleep
94,3,0,0,Normal-LeftSleep
95,3,0,0,Normal-LeftSleep
96,3,0,0,Normal-LeftSleep
97,3,0,0,Normal-LeftSleep
98,3,0,0,Normal-LeftSleep
99,3,0,0,Normal-LeftSleep
100,3,0,0,Normal-LeftSleep
101,3,0,0,Snore-LeftSleep
102,3,0,0,Snore-LeftSleep
103,3,0,0,Snore-LeftSleep
104,3,0,0,Snore-LeftSleep
105,3,0,0,Snore-LeftSleep
106,3,0,0,Snore-LeftSleep
107,3,0,0,Snore-LeftSleep
108,3,0,0,Snore-LeftSleep
109,3,0,0,Snore-LeftSleep
110,3,0,0,Snore-LeftSleep
111,3,0,0,Snore-LeftSleep
112,3,0,0,Snore-LeftSleep
113,3,0,0,Snore-LeftSleep
114,3,0,0,Snore-LeftSleep
115,3,0,0,Snore-LeftSleep
116,3,0,0,Snore-LeftSleep
117,3,0,0,Snore-LeftSleep
118,3,0,0,Snore-LeftSleep
119,3,0,0,Snore-LeftSleep
120,3,0,0,Snore-LeftSleep
121,3,0,0,Snore-LeftSleep
122,3,0,0,Snore-LeftSleep
123,3,0,0,Snore-LeftSleep
124,3,0,0,Snore-LeftSleep
125,3,0,0,Snore-LeftSleep
126,3,0,0,Snore-LeftSleep
127,3,0,0,Snore-LeftSleep
128,3,0,0,Snore-LeftSleep
129,3,0,0,Snore-LeftSleep
130,3,0,0,Snore-LeftSleep
131,3,0,0,Snore-LeftSleep
132,3,0,0,Snore-LeftSleep
133,3,0,0,Snore-LeftSleep
134,3,0,0,Snore-LeftSleep
135,3,0,0,Snore-LeftSleep
136,3,0,0,Snore-LeftSleep
137,3,0,0,Snore-LeftSleep
138,3,0,0,Snore-LeftSleep
139,3,0,0,Snore-LeftSleep
140,3,0,0,Snore-LeftSleep
141,3,0,0,Snore-LeftSleep
142,3,0,0,Snore-LeftSleep
143,3,0,0,Snore-LeftSleep
144,3,0,0,Snore-LeftSleep
145,3,0,0,Snore-LeftSleep
146,3,0,0,Snore-LeftSleep
147,3,0,0,Snore-LeftSleep
148,3,0,0,Snore-LeftSleep
149,3,0,0,Snore-LeftSleep
150,3,0,0,Snore-LeftSleep
0,4,0,0,Danger-LeftSleep
1,4,0,0,Danger-LeftSleep
2,4,0,0,Danger-LeftSleep
3,4,0,0,Danger-LeftSleep
4,4,0,0,Danger-LeftSleep
5,4,0,0,Danger-LeftSleep
6,4,0,0,Danger-LeftSleep
7,4,0,0,Danger-LeftSleep
8,4,0,0,Danger-LeftSleep
9,4,0,0,Danger-LeftSleep
10,4,0,0,Danger-LeftSleep
11,4,0,0,Danger-LeftSleep
12,4,0,0,Danger-LeftSleep
13,4,0,0,Danger-LeftSleep
14,4,0,0,Danger-LeftSleep
15,4,0,0,Danger-LeftSleep
16,4,0,0,Danger-LeftSleep
17,4,0,0,Danger-LeftSleep
18,4,0,0,Danger-LeftSleep
19,4,0,0,Danger-LeftSleep
20,4,0,0,Danger-LeftSleep
21,4,0,0,Danger-LeftSleep
22,4,0,0,Danger-LeftSleep
23,4,0,0,Danger-LeftSleep
24,4,0,0,Danger-LeftSleep
25,4,0,0,Danger-LeftSleep
26,4,0,0,Danger-LeftSleep
27,4,0,0,Danger-LeftSleep
28,4,0,0,Danger-LeftSleep
29,4,0,0,Danger-LeftSleep
30,4,0,0,Danger-LeftSleep
31,4,0,0,Danger-LeftSleep
32,4,0,0,Danger-LeftSleep
33,4,0,0,Danger-LeftSleep
34,4,0,0,Danger-LeftSleep
35,4,0,0,Danger-LeftSleep
36,4,0,0,Danger-LeftSleep
37,4,0,0,Danger-LeftSleep
38,4,0,0,Danger-LeftSleep
39,4,0,0,Danger-LeftSleep
40,4,0,0,Danger-LeftSleep
41,4,0,0,Danger-LeftSleep
42,4,0,0,Danger-LeftSleep
43,4,0,0,Danger-LeftSleep
44,4,0,0,Danger-LeftSleep
45,4,0,0,Danger-LeftSleep
46,4,0,0,Danger-LeftSleep
47,4,0,0,Danger-LeftSleep
48,4,0,0,Danger-LeftSleep
49,4,0,0,Danger-LeftSleep
50,4,0,0,Danger-LeftSleep
51,4,0,0,Danger-LeftSleep
52,4,0,0,Danger-LeftSleep
53,4,0,0,Danger-LeftSleep
54,4,0,0,Danger-LeftSleep
55,4,0,0,Danger-LeftSleep
56,4,0,0,Danger-LeftSleep
57,4,0,0,Danger-LeftSleep
58,4,0,0,Danger-LeftSleep
59,4,0,0,Danger-LeftSleep
60,4,0,0,Danger-LeftSleep
61,4,0,0,Normal-LeftSleep
62,4,0,0,Normal-LeftSleep
63,4,0,0,Normal-LeftSleep
64,4,0,0,Normal-LeftSleep
65,4,0,0,Normal-LeftSleep
66,4,0,0,Normal-LeftSleep
67,4,0,0,Normal-LeftSleep
68,4,0,0,Normal-LeftSleep
69,4,0,0,Normal-LeftSleep
70,4,0,0,Normal-LeftSleep
71,4,0,0,Normal-LeftSleep
72,4,0,0,Normal-LeftSleep
73,4,0,0,Normal-LeftSleep
74,4,0,0,Normal-LeftSleep
75,4,0,0,Normal-LeftSleep
76,4,0,0,Normal-LeftSleep
77,4,0,0,Normal-LeftSleep
78,4,0,0,Normal-LeftSleep
79,4,0,0,Normal-LeftSleep
80,4,0,0,Normal-LeftSleep
81,4,0,0,Normal-LeftSleep
82,4,0,0,Normal-LeftSleep
83,4,0,0,Normal-LeftSleep
84,4,0,0,Normal-LeftSleep
85,4,0,0,Normal-LeftSleep
86,4,0,0,Normal-LeftSleep
87,4,0,0,Normal-LeftSleep
88,4,0,0,Normal-LeftSleep
89,4,0,0,Normal-LeftSleep
90,4,0,0,Normal-LeftSleep
91,4,0,0,Normal-LeftSleep
92,4,0,0,Normal-LeftSleep
93,4,0,0,Normal-LeftSleep
94,4,0,0,Normal-LeftSleep
95,4,0,0,Normal-LeftSleep
96,4,0,0,Normal-LeftSleep
97,4,0,0,Normal-LeftSleep
98,4,0,0,Normal-LeftSleep
99,4,0,0,Normal-LeftSleep
100,4,0,0,Normal-LeftSleep
101,4,0,0,Snore-LeftSleep
102,4,0,0,Snore-LeftSleep
103,4,0,0,Snore-LeftSleep
104,4,0,0,Snore-LeftSleep
105,4,0,0,Snore-LeftSleep
106,4,0,0,Snore-LeftSleep
107,4,0,0,Snore-LeftSleep
108,4,0,0,Snore-LeftSleep
109,4,0,0,Snore-LeftSleep
110,4,0,0,Snore-LeftSleep
111,4,0,0,Snore-LeftSleep
112,4,0,0,Snore-LeftSleep
113,4,0,0,Snore-LeftSleep
114,4,0,0,Snore-LeftSleep
115,4,0,0,Snore-LeftSleep
116,4,0,0,Snore-LeftSleep
117,4,0,0,Snore-LeftSleep
118,4,0,0,Snore-LeftSleep
119,4,0,0,Snore-LeftSleep
120,4,0,0,Snore-LeftSleep
121,4,0,0,Snore-LeftSleep
122,4,0,0,Snore-LeftSleep
123,4,0,0,Snore-LeftSleep
124,4,0,0,Snore-LeftSleep
125,4,0,0,Snore-LeftSleep
126,4,0,0,Snore-LeftSleep
127,4,0,0,Snore-LeftSleep
128,4,0,0,Snore-LeftSleep
129,4,0,0,Snore-LeftSleep
130,4,0,0,Snore-LeftSleep
131,4,0,0,Snore-LeftSleep
132,4,0,0,Snore-LeftSleep
133,4,0,0,Snore-LeftSleep
134,4,0,0,Snore-LeftSleep
135,4,0,0,Snore-LeftSleep
136,4,0,0,Snore-LeftSleep
137,4,0,0,Snore-LeftSleep
138,4,0,0,Snore-LeftSleep
139,4,0,0,Snore-LeftSleep
140,4,0,0,Snore-LeftSleep
141,4,0,0,Snore-LeftSleep
142,4,0,0,Snore-LeftSleep
143,4,0,0,Snore-LeftSleep
144,4,0,0,Snore-LeftSleep
145,4,0,0,Snore-LeftSleep
146,4,0,0,Snore-LeftSleep
147,4,0,0,Snore-LeftSleep
148,4,0,0,Snore-LeftSleep
149,4,0,0,Snore-LeftSleep
150,4,0,0,Snore-LeftSleep
0,5,0,0,Danger-LeftSleep
1,5,0,0,Danger-LeftSleep
2,5,0,0,Danger-LeftSleep
3,5,0,0,Danger-LeftSleep
4,5,0,0,Danger-LeftSleep
5,5,0,0,Danger-LeftSleep
6,5,0,0,Danger-LeftSleep
7,5,0,0,Danger-LeftSleep
8,5,0,0,Danger-LeftSleep
9,5,0,0,Danger-LeftSleep
10,5,0,0,Danger-LeftSleep
11,5,0,0,Danger-LeftSleep
12,5,0,0,Danger-LeftSleep
13,5,0,0,Danger-LeftSleep
14,5,0,0,Danger-LeftSleep
15,5,0,0,Danger-LeftSleep
16,5,0,0,Danger-LeftSleep
17,5,0,0,Danger-LeftSleep
18,5,0,0,Danger-LeftSleep
19,5,0,0,Danger-LeftSleep
20,5,0,0,Danger-LeftSleep
21,5,0,0,Danger-LeftSleep
22,5,0,0,Danger-LeftSleep
23,5,0,0,Danger-LeftSleep
24,5,0,0,Danger-LeftSleep
25,5,0,0,Danger-LeftSleep
26,5,0,0,Danger-LeftSleep
27,5,0,0,Danger-LeftSleep
28,5,0,0,Danger-LeftSleep
29,5,0,0,Danger-LeftSleep
30,5,0,0,Danger-LeftSleep
31,5,0,0,Danger-LeftSleep
32,5,0,0,Danger-LeftSleep
33,5,0,0,Danger-LeftSleep
34,5,0,0,Danger-LeftSleep
35,5,0,0,Danger-LeftSleep
36,5,0,0,Danger-LeftSleep
37,5,0,0,Danger-LeftSleep
38,5,0,0,Danger-LeftSleep
39,5,0,0,Danger-LeftSleep
40,5,0,0,Danger-LeftSleep
41,5,0,0,Danger-LeftSleep
42,5,0,0,Danger-LeftSleep
43,5,0,0,Danger-LeftSleep
44,5,0,0,Danger-LeftSleep
45,5,0,0,Danger-LeftSleep
46,5,0,0,Danger-LeftSleep
47,5,0,0,Danger-LeftSleep
48,5,0,0,Danger-LeftSleep
49,5,0,0,Danger-LeftSleep
50,5,0,0,Danger-LeftSleep
51,5,0,0,Danger-LeftSleep
52,5,0,0,Danger-LeftSleep
53,5,0,0,Danger-LeftSleep
54,5,0,0,Danger-LeftSleep
55,5,0,0,Danger-LeftSleep
56,5,0,0,Danger-LeftSleep
57,5,0,0,Danger-LeftSleep
58,5,0,0,Danger-LeftSleep
59,5,0,0,Danger-LeftSleep
60,5,0,0,Danger-LeftSleep
61,5,0,0,Normal-LeftSleep
62,5,0,0,Normal-LeftSleep
63,5,0,0,Normal-LeftSleep
64,5,0,0,Normal-LeftSleep
65,5,0,0,Normal-LeftSleep
66,5,0,0,Normal-LeftSleep
67,5,0,0,Normal-LeftSleep
68,5,0,0,Normal-LeftSleep
69,5,0,0,Normal-LeftSleep
70,5,0,0,Normal-LeftSleep
71,5,0,0,Normal-LeftSleep
72,5,0,0,Normal-LeftSleep
73,5,0,0,Normal-LeftSleep
74,5,0,0,Normal-LeftSleep
75,5,0,0,Normal-LeftSleep
76,5,0,0,Normal-LeftSleep
77,5,0,0,Normal-LeftSleep
78,5,0,0,Normal-LeftSleep
79,5,0,0,Normal-LeftSleep
80,5,0,0,Normal-LeftSleep
81,5,0,0,Normal-LeftSleep
82,5,0,0,Normal-LeftSleep
83,5,0,0,Normal-LeftSleep
84,5,0,0,Normal-LeftSleep
85,5,0,0,Normal-LeftSleep
86,5,0,0,Normal-LeftSleep
87,5,0,0,Normal-LeftSleep
88,5,0,0,Normal-LeftSleep
89,5,0,0,Normal-LeftSleep
90,5,0,0,Normal-LeftSleep
91,5,0,0,Normal-LeftSleep
92,5,0,0,Normal-LeftSleep
93,5,0,0,Normal-LeftSleep
94,5,0,0,Normal-LeftSleep
95,5,0,0,Normal-LeftSleep
96,5,0,0,Normal-LeftSleep
97,5,0,0,Normal-LeftSleep
98,5,0,0,Normal-LeftSleep
99,5,0,0,Normal-LeftSleep
100,5,0,0,Normal-LeftSleep
101,5,0,0,Snore-LeftSleep
102,5,0,0,Snore-LeftSleep
103,5,0,0,Snore-LeftSleep
104,5,0,0,Snore-LeftSleep
105,5,0,0,Snore-LeftSleep
106,5,0,0,Snore-LeftSleep
107,5,0,0,Snore-LeftSleep
108,5,0,0,Snore-LeftSleep
109,5,0,0,Snore-LeftSleep
110,5,0,0,Snore-LeftSleep
111,5,0,0,Snore-LeftSleep
112,5,0,0,Snore-LeftSleep
113,5,0,0,Snore-LeftSleep
114,5,0,0,Snore-LeftSleep
115,5,0,0,Snore-LeftSleep
116,5,0,0,Snore-LeftSleep
117,5,0,0,Snore-LeftSleep
118,5,0,0,Snore-LeftSleep
119,5,0,0,Snore-LeftSleep
120,5,0,0,Snore-LeftSleep
121,5,0,0,Snore-LeftSleep
122,5,0,0,Snore-LeftSleep
123,5,0,0,Snore-LeftSleep
124,5,0,0,Snore-LeftSleep
125,5,0,0,Snore-LeftSleep
126,5,0,0,Snore-LeftSleep
127,5,0,0,Snore-LeftSleep
128,5,0,0,Snore-LeftSleep
